Category,Avg_Density,Avg_MaxEigenvalue,Pct_Unstable,Avg_SelfReinforce,Avg_CrossInfluence,Avg_Asymmetry,Avg_Edges,Avg_Reciprocity
Failures,0.8066666666666666,0.7561165933940056,16.666666666666664,0.2672644036159383,0.28215556894798405,0.8333333333333334,20.166666666666668,0.6011724386724386
Grew,0.7933333333333333,0.868925251941325,33.33333333333333,0.5199363086791141,0.267160242087624,0.7166666666666667,19.833333333333332,0.5555821921954645
Healthy,0.9133333333333332,1.1438703061809494,66.66666666666666,0.5887703617190055,0.47031189011317903,0.8500000000000001,22.833333333333332,0.6945134575569359
Stagnated,0.7733333333333334,0.91464131878867,33.33333333333333,0.5052500776612648,0.5227819411393891,0.8833333333333333,19.333333333333332,0.5108674463937621
