project_title,project_norm,status,snap_idx,data_timestamp,dev_count,repo_count,edges,nodes,components,giant_ratio,density,bipartite_density,avg_degree,knowledge_redundancy,bus_factor_norm,mean_repo_load,gini_repo_load,fc_attack_adaptive,dev_count_pct,repo_count_pct,edges_pct,nodes_pct,mean_repo_load_pct,knowledge_redundancy_pct,avg_degree_pct
Panoptic,panoptic,Failures,6,2025-08-20 04:12:03.435866+00:00,41,10,63,51,1,1.0,0.04941176470588235,0.15365853658536585,2.4705882352941178,0.14472049842472318,0.1,1.475,0.2699152542372881,0.058823529411764705,100.0,125.0,108.62068965517241,104.08163265306123,109.25925925925925,72.62973507716892,104.3610547667343
Panoptic,panoptic,Failures,7,2025-09-20 04:03:23.657570+00:00,42,10,64,52,1,1.0,0.048265460030165915,0.1523809523809524,2.4615384615384617,0.14459941253079744,0.0975609756097561,1.4634146341463414,0.26666666666666666,0.057692307692307696,102.4390243902439,125.0,110.34482758620689,106.12244897959184,108.4010840108401,72.56896665463628,103.97877984084883
Panoptic,panoptic,Failures,8,2025-10-20 05:48:43.351519+00:00,41,10,63,51,1,1.0,0.04941176470588235,0.15365853658536585,2.4705882352941178,0.14472049842472318,0.1,1.475,0.2699152542372881,0.058823529411764705,100.0,125.0,108.62068965517241,104.08163265306123,109.25925925925925,72.62973507716892,104.3610547667343
Rari Capital,rari capital,Failures,0,2025-01-13 00:06:13.501155+00:00,81,52,173,133,2,0.9774436090225563,0.01970836181362497,0.04107312440645774,2.601503759398496,0.14279915379048344,0.025,2.0875,0.45651197604790417,0.05263157894736842,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Rari Capital,rari capital,Failures,1,2025-04-07 04:18:36.823830+00:00,80,52,173,132,2,0.9772727272727273,0.020009252833680314,0.04158653846153846,2.621212121212121,0.14333101676578533,0.02531645569620253,2.1012658227848102,0.45844136037822175,0.05303030303030303,98.76543209876543,100.0,100.0,99.24812030075188,100.659440612446,100.3724552710461,100.75757575757575
Rari Capital,rari capital,Failures,2,2025-04-30 19:56:01.133459+00:00,80,52,173,132,2,0.9772727272727273,0.020009252833680314,0.04158653846153846,2.621212121212121,0.14333101676578533,0.02531645569620253,2.1012658227848102,0.45844136037822175,0.05303030303030303,98.76543209876543,100.0,100.0,99.24812030075188,100.659440612446,100.3724552710461,100.75757575757575
Rari Capital,rari capital,Failures,3,2025-05-20 04:00:19.776788+00:00,80,52,173,132,2,0.9772727272727273,0.020009252833680314,0.04158653846153846,2.621212121212121,0.14333101676578533,0.02531645569620253,2.1012658227848102,0.45844136037822175,0.05303030303030303,98.76543209876543,100.0,100.0,99.24812030075188,100.659440612446,100.3724552710461,100.75757575757575
Rari Capital,rari capital,Failures,4,2025-06-20 04:00:14.727978+00:00,80,52,173,132,2,0.9772727272727273,0.020009252833680314,0.04158653846153846,2.621212121212121,0.14333101676578533,0.02531645569620253,2.1012658227848102,0.45844136037822175,0.05303030303030303,98.76543209876543,100.0,100.0,99.24812030075188,100.659440612446,100.3724552710461,100.75757575757575
Rari Capital,rari capital,Failures,5,2025-07-23 17:38:13.011985+00:00,80,52,173,132,2,0.9772727272727273,0.020009252833680314,0.04158653846153846,2.621212121212121,0.14333101676578533,0.02531645569620253,2.1012658227848102,0.45844136037822175,0.05303030303030303,98.76543209876543,100.0,100.0,99.24812030075188,100.659440612446,100.3724552710461,100.75757575757575
Rari Capital,rari capital,Failures,6,2025-08-20 04:12:03.435866+00:00,80,52,173,132,2,0.9772727272727273,0.020009252833680314,0.04158653846153846,2.621212121212121,0.14333101676578533,0.02531645569620253,2.1012658227848102,0.45844136037822175,0.05303030303030303,98.76543209876543,100.0,100.0,99.24812030075188,100.659440612446,100.3724552710461,100.75757575757575
Rari Capital,rari capital,Failures,7,2025-09-20 04:03:23.657570+00:00,81,52,174,133,2,0.9774436090225563,0.019822282980177717,0.04131054131054131,2.6165413533834587,0.14325142196720983,0.025,2.0875,0.45651197604790417,0.10526315789473684,100.0,100.0,100.57803468208093,100.0,100.0,100.31671628628133,100.57803468208093
Rari Capital,rari capital,Failures,8,2025-10-20 05:48:43.351519+00:00,81,52,173,133,2,0.9774436090225563,0.01970836181362497,0.04107312440645774,2.601503759398496,0.14279915379048344,0.025,2.0875,0.45651197604790417,0.05263157894736842,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SuperRare,superrare,Failures,0,2025-01-13 00:06:13.501155+00:00,8,4,12,12,1,1.0,0.18181818181818182,0.375,2.0,0.1503968253968254,0.14285714285714285,1.4285714285714286,0.22857142857142856,0.16666666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SuperRare,superrare,Failures,1,2025-04-07 04:18:36.823830+00:00,8,4,12,12,1,1.0,0.18181818181818182,0.375,2.0,0.1503968253968254,0.14285714285714285,1.4285714285714286,0.22857142857142856,0.16666666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SuperRare,superrare,Failures,2,2025-04-30 19:56:01.133459+00:00,8,4,12,12,1,1.0,0.18181818181818182,0.375,2.0,0.1503968253968254,0.14285714285714285,1.4285714285714286,0.22857142857142856,0.16666666666666666,100.0,100.0,100.0,100.0,100.0,100.0,100.0
SuperRare,superrare,Failures,3,2025-05-20 04:00:19.776788+00:00,8,5,13,13,1,1.0,0.16666666666666666,0.325,2.0,0.16023809523809524,0.14285714285714285,1.5714285714285714,0.2597402597402597,0.23076923076923078,100.0,125.0,108.33333333333333,108.33333333333333,109.99999999999999,106.54353562005277,100.0
SuperRare,superrare,Failures,4,2025-06-20 04:00:14.727978+00:00,8,5,13,13,1,1.0,0.16666666666666666,0.325,2.0,0.16023809523809524,0.14285714285714285,1.5714285714285714,0.2597402597402597,0.23076923076923078,100.0,125.0,108.33333333333333,108.33333333333333,109.99999999999999,106.54353562005277,100.0
SuperRare,superrare,Failures,5,2025-07-23 17:38:13.011985+00:00,8,5,13,13,1,1.0,0.16666666666666666,0.325,2.0,0.16023809523809524,0.14285714285714285,1.5714285714285714,0.2597402597402597,0.23076923076923078,100.0,125.0,108.33333333333333,108.33333333333333,109.99999999999999,106.54353562005277,100.0
SuperRare,superrare,Failures,6,2025-08-20 04:12:03.435866+00:00,8,5,13,13,1,1.0,0.16666666666666666,0.325,2.0,0.16023809523809524,0.14285714285714285,1.5714285714285714,0.2597402597402597,0.23076923076923078,100.0,125.0,108.33333333333333,108.33333333333333,109.99999999999999,106.54353562005277,100.0
SuperRare,superrare,Failures,7,2025-09-20 04:03:23.657570+00:00,8,5,13,13,1,1.0,0.16666666666666666,0.325,2.0,0.16023809523809524,0.14285714285714285,1.5714285714285714,0.2597402597402597,0.23076923076923078,100.0,125.0,108.33333333333333,108.33333333333333,109.99999999999999,106.54353562005277,100.0
SuperRare,superrare,Failures,8,2025-10-20 05:48:43.351519+00:00,8,5,13,13,1,1.0,0.16666666666666666,0.325,2.0,0.16023809523809524,0.14285714285714285,1.5714285714285714,0.2597402597402597,0.23076923076923078,100.0,125.0,108.33333333333333,108.33333333333333,109.99999999999999,106.54353562005277,100.0
UniLend,unilend,Failures,0,2025-01-13 00:06:13.501155+00:00,7,10,16,17,2,0.6470588235294118,0.11764705882352941,0.22857142857142856,1.8823529411764706,0.3296296296296296,0.16666666666666666,2.5,0.36666666666666664,0.17647058823529413,100.0,100.0,100.0,100.0,100.0,100.0,100.0
UniLend,unilend,Failures,1,2025-04-07 04:18:36.823830+00:00,8,10,17,18,2,0.6666666666666666,0.1111111111111111,0.2125,1.8888888888888888,0.32523809523809527,0.14285714285714285,2.2857142857142856,0.375,0.16666666666666666,114.28571428571428,100.0,106.25,105.88235294117648,91.42857142857143,98.66773675762441,100.34722222222223
UniLend,unilend,Failures,2,2025-04-30 19:56:01.133459+00:00,8,10,17,18,2,0.6666666666666666,0.1111111111111111,0.2125,1.8888888888888888,0.32523809523809527,0.14285714285714285,2.2857142857142856,0.375,0.16666666666666666,114.28571428571428,100.0,106.25,105.88235294117648,91.42857142857143,98.66773675762441,100.34722222222223
UniLend,unilend,Failures,3,2025-05-20 04:00:19.776788+00:00,8,10,17,18,2,0.6666666666666666,0.1111111111111111,0.2125,1.8888888888888888,0.32523809523809527,0.14285714285714285,2.2857142857142856,0.375,0.16666666666666666,114.28571428571428,100.0,106.25,105.88235294117648,91.42857142857143,98.66773675762441,100.34722222222223
UniLend,unilend,Failures,4,2025-06-20 04:00:14.727978+00:00,8,10,17,18,2,0.6666666666666666,0.1111111111111111,0.2125,1.8888888888888888,0.32523809523809527,0.14285714285714285,2.2857142857142856,0.375,0.16666666666666666,114.28571428571428,100.0,106.25,105.88235294117648,91.42857142857143,98.66773675762441,100.34722222222223
