project_title,project_norm,status,snap_idx,data_timestamp,dev_count,repo_count,edges,nodes,components,giant_ratio,density,bipartite_density,avg_degree,knowledge_redundancy,bus_factor_norm,mean_repo_load,gini_repo_load,fc_attack_adaptive,dev_count_pct,repo_count_pct,edges_pct,nodes_pct,mean_repo_load_pct,knowledge_redundancy_pct,avg_degree_pct
UniLend,unilend,Failures,5,2025-07-23 17:38:13.011985+00:00,8,10,17,18,2,0.6666666666666666,0.1111111111111111,0.2125,1.8888888888888888,0.32523809523809527,0.14285714285714285,2.2857142857142856,0.375,0.16666666666666666,114.28571428571428,100.0,106.25,105.88235294117648,91.42857142857143,98.66773675762441,100.34722222222223
UniLend,unilend,Failures,6,2025-08-20 04:12:03.435866+00:00,8,10,17,18,2,0.6666666666666666,0.1111111111111111,0.2125,1.8888888888888888,0.32523809523809527,0.14285714285714285,2.2857142857142856,0.375,0.16666666666666666,114.28571428571428,100.0,106.25,105.88235294117648,91.42857142857143,98.66773675762441,100.34722222222223
UniLend,unilend,Failures,7,2025-09-20 04:03:23.657570+00:00,8,10,17,18,2,0.6666666666666666,0.1111111111111111,0.2125,1.8888888888888888,0.32523809523809527,0.14285714285714285,2.2857142857142856,0.375,0.16666666666666666,114.28571428571428,100.0,106.25,105.88235294117648,91.42857142857143,98.66773675762441,100.34722222222223
UniLend,unilend,Failures,8,2025-10-20 05:48:43.351519+00:00,8,10,17,18,2,0.6666666666666666,0.1111111111111111,0.2125,1.8888888888888888,0.32523809523809527,0.14285714285714285,2.2857142857142856,0.375,0.16666666666666666,114.28571428571428,100.0,106.25,105.88235294117648,91.42857142857143,98.66773675762441,100.34722222222223
Element Finance,element finance,Grew,0,2025-01-13 00:06:13.501155+00:00,4,1,4,5,1,1.0,0.4,1.0,1.6,0.0,0.25,1.0,0.0,0.2,100.0,100.0,100.0,100.0,100.0,,100.0
Element Finance,element finance,Grew,1,2025-04-07 04:18:36.823830+00:00,4,1,4,5,1,1.0,0.4,1.0,1.6,0.0,0.25,1.0,0.0,0.2,100.0,100.0,100.0,100.0,100.0,,100.0
Element Finance,element finance,Grew,2,2025-04-30 19:56:01.133459+00:00,4,1,4,5,1,1.0,0.4,1.0,1.6,0.0,0.25,1.0,0.0,0.2,100.0,100.0,100.0,100.0,100.0,,100.0
Element Finance,element finance,Grew,3,2025-05-20 04:00:19.776788+00:00,4,1,4,5,1,1.0,0.4,1.0,1.6,0.0,0.25,1.0,0.0,0.2,100.0,100.0,100.0,100.0,100.0,,100.0
Element Finance,element finance,Grew,4,2025-06-20 04:00:14.727978+00:00,38,31,151,69,1,1.0,0.06436487638533675,0.12818336162988114,4.3768115942028984,0.14294184341407973,0.10810810810810811,3.810810810810811,0.527889591719379,0.2318840579710145,950.0,3100.0,3775.0,1380.0,381.0810810810811,,273.5507246376811
Element Finance,element finance,Grew,5,2025-07-23 17:38:13.011985+00:00,38,31,151,69,1,1.0,0.06436487638533675,0.12818336162988114,4.3768115942028984,0.14294184341407973,0.10810810810810811,3.810810810810811,0.527889591719379,0.2318840579710145,950.0,3100.0,3775.0,1380.0,381.0810810810811,,273.5507246376811
Element Finance,element finance,Grew,6,2025-08-20 04:12:03.435866+00:00,38,31,151,69,1,1.0,0.06436487638533675,0.12818336162988114,4.3768115942028984,0.14294184341407973,0.10810810810810811,3.810810810810811,0.527889591719379,0.2318840579710145,950.0,3100.0,3775.0,1380.0,381.0810810810811,,273.5507246376811
Element Finance,element finance,Grew,7,2025-09-20 04:03:23.657570+00:00,38,31,151,69,1,1.0,0.06436487638533675,0.12818336162988114,4.3768115942028984,0.14294184341407973,0.10810810810810811,3.810810810810811,0.527889591719379,0.2318840579710145,950.0,3100.0,3775.0,1380.0,381.0810810810811,,273.5507246376811
Element Finance,element finance,Grew,8,2025-10-20 05:48:43.351519+00:00,38,32,161,70,1,1.0,0.06666666666666667,0.13240131578947367,4.6,0.13816858854731495,0.05405405405405406,4.054054054054054,0.5398198198198199,0.22857142857142856,950.0,3200.0,4025.0,1400.0,405.4054054054054,,287.49999999999994
Ethena,ethena,Grew,0,2025-01-13 00:06:13.501155+00:00,33,5,36,38,2,0.9473684210526315,0.051209103840682786,0.21818181818181817,1.894736842105263,0.0595766129032258,0.125,1.09375,0.08125,0.05263157894736842,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ethena,ethena,Grew,1,2025-04-07 04:18:36.823830+00:00,43,7,49,50,3,0.92,0.04,0.16279069767441862,1.96,0.058701122725512964,0.14285714285714285,1.119047619047619,0.10081053698074975,0.06,130.3030303030303,140.0,136.11111111111111,131.57894736842107,102.31292517006803,98.53048010779843,103.44444444444446
Ethena,ethena,Grew,2,2025-04-30 19:56:01.133459+00:00,43,7,51,50,3,0.92,0.04163265306122449,0.16943521594684385,2.04,0.060288424312814545,0.14285714285714285,1.1666666666666667,0.1326530612244898,0.06,130.3030303030303,140.0,141.66666666666669,131.57894736842107,106.66666666666667,101.19478327971581,107.66666666666667
Ethena,ethena,Grew,3,2025-05-20 04:00:19.776788+00:00,44,7,52,51,3,0.9215686274509803,0.0407843137254902,0.16883116883116883,2.0392156862745097,0.060057518942536366,0.13953488372093023,1.1627906976744187,0.13023255813953488,0.058823529411764705,133.33333333333331,140.0,144.44444444444443,134.21052631578948,106.312292358804,100.80720607613549,107.62527233115469
Ethena,ethena,Grew,4,2025-06-20 04:00:14.727978+00:00,47,7,55,54,3,0.9259259259259259,0.03843466107617051,0.16717325227963525,2.037037037037037,0.05942760942760942,0.13043478260869565,1.1521739130434783,0.12346185397867104,0.05555555555555555,142.42424242424244,140.0,152.77777777777777,142.10526315789474,105.34161490683229,99.7498960273918,107.51028806584364
Ethena,ethena,Grew,5,2025-07-23 17:38:13.011985+00:00,49,7,57,56,3,0.9285714285714286,0.03701298701298701,0.1661807580174927,2.0357142857142856,0.05905319883118217,0.125,1.1458333333333333,0.11931818181818182,0.05357142857142857,148.4848484848485,140.0,158.33333333333331,147.36842105263156,104.76190476190474,99.12144372340562,107.44047619047619
Ethena,ethena,Grew,6,2025-08-20 04:12:03.435866+00:00,51,7,59,58,3,0.9310344827586207,0.03569267997580157,0.16526610644257703,2.0344827586206895,0.05870991253644314,0.12,1.14,0.11543859649122808,0.05172413793103448,154.54545454545453,140.0,163.88888888888889,152.63157894736844,104.22857142857143,98.54523390211777,107.37547892720308
Ethena,ethena,Grew,7,2025-09-20 04:03:23.657570+00:00,52,7,60,59,3,0.9322033898305084,0.03506721215663355,0.16483516483516483,2.0338983050847457,0.058548752834467116,0.11764705882352941,1.1372549019607843,0.11359026369168357,0.05084745762711865,157.57575757575756,140.0,166.66666666666669,155.26315789473685,103.97759103641455,98.27472556986699,107.34463276836159
Ethena,ethena,Grew,8,2025-10-20 05:48:43.351519+00:00,54,7,62,61,3,0.9344262295081968,0.033879781420765025,0.164021164021164,2.0327868852459017,0.058245349421820004,0.11320754716981132,1.1320754716981132,0.11006289308176101,0.06557377049180328,163.63636363636365,140.0,172.22222222222223,160.5263157894737,103.50404312668464,97.76545960481464,107.28597449908925
Euler Finance,euler finance,Grew,0,2025-01-13 00:06:13.501155+00:00,56,36,182,92,1,1.0,0.043478260869565216,0.09027777777777778,3.9565217391304346,0.14072340317871357,0.05454545454545454,3.1636363636363636,0.5427377220480669,0.16304347826086957,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Euler Finance,euler finance,Grew,1,2025-04-07 04:18:36.823830+00:00,62,41,224,103,1,1.0,0.04264229963830192,0.08811959087332809,4.349514563106796,0.154290947833475,0.04918032786885246,3.4918032786885247,0.5690756561225275,0.17475728155339806,110.71428571428572,113.88888888888889,123.07692307692308,111.95652173913044,110.37309214245337,109.64128520792747,109.93278566094101
Euler Finance,euler finance,Grew,2,2025-04-30 19:56:01.133459+00:00,72,42,248,114,1,1.0,0.03850333799099519,0.082010582010582,4.350877192982456,0.14620463835755787,0.04225352112676056,3.3380281690140845,0.571700243656029,0.15789473684210525,128.57142857142858,116.66666666666667,136.26373626373626,123.91304347826086,105.51238465274406,103.89504165976098,109.96722575669946
Euler Finance,euler finance,Grew,3,2025-05-20 04:00:19.776788+00:00,74,46,259,120,1,1.0,0.03627450980392157,0.07608695652173914,4.316666666666666,0.14276834731776872,0.0410958904109589,3.3972602739726026,0.5775519222271321,0.15,132.14285714285714,127.77777777777777,142.30769230769232,130.43478260869566,107.38466383246733,101.45316563760056,109.10256410256409
Euler Finance,euler finance,Grew,4,2025-06-20 04:00:14.727978+00:00,78,46,260,124,1,1.0,0.034093889325990036,0.07246376811594203,4.193548387096774,0.13087694963888116,0.025974025974025976,3.220779220779221,0.5688102220360285,0.1693548387096774,139.28571428571428,127.77777777777777,142.85714285714286,134.7826086956522,101.80623973727423,93.0029736934888,105.99078341013825
Euler Finance,euler finance,Grew,5,2025-07-23 17:38:13.011985+00:00,85,47,278,132,1,1.0,0.03215359703909322,0.06958698372966207,4.212121212121212,0.14265680157730132,0.03571428571428571,3.1666666666666665,0.5683852488363766,0.1590909090909091,151.78571428571428,130.55555555555557,152.74725274725273,143.47826086956522,100.09578544061301,101.37389968897526,106.46020646020646
Euler Finance,euler finance,Grew,6,2025-08-20 04:12:03.435866+00:00,88,47,281,135,1,1.0,0.031066887783305693,0.06794003868471954,4.162962962962963,0.14219206619464844,0.034482758620689655,3.0919540229885056,0.5659958125026706,0.15555555555555556,157.14285714285714,130.55555555555557,154.3956043956044,146.73913043478262,97.73417888756771,101.04365228722456,105.21774521774523
Euler Finance,euler finance,Grew,7,2025-09-20 04:03:23.657570+00:00,92,48,298,140,1,1.0,0.030626927029804726,0.06748188405797101,4.257142857142857,0.14496935586635679,0.02197802197802198,3.076923076923077,0.5656985871271586,0.15,164.28571428571428,133.33333333333331,163.73626373626374,152.17391304347828,97.25906277630416,103.0172328068637,107.59811616954475
Euler Finance,euler finance,Grew,8,2025-10-20 05:48:43.351519+00:00,95,48,296,143,1,1.0,0.029153944646902394,0.06491228070175438,4.13986013986014,0.1467040558294175,0.02127659574468085,2.9574468085106385,0.5626817694780346,0.11188811188811189,169.64285714285714,133.33333333333331,162.63736263736263,155.43478260869566,93.48251406211789,104.24993463461705,104.63382771075081
M0 Labs,m0 labs,Grew,0,2025-01-13 00:06:13.501155+00:00,5,1,5,6,1,1.0,0.3333333333333333,1.0,1.6666666666666667,0.0,0.4,1.0,0.0,0.16666666666666666,100.0,100.0,100.0,100.0,100.0,,100.0
M0 Labs,m0 labs,Grew,1,2025-04-07 04:18:36.823830+00:00,5,1,5,6,1,1.0,0.3333333333333333,1.0,1.6666666666666667,0.0,0.4,1.0,0.0,0.16666666666666666,100.0,100.0,100.0,100.0,100.0,,100.0
M0 Labs,m0 labs,Grew,2,2025-04-30 19:56:01.133459+00:00,5,1,5,6,1,1.0,0.3333333333333333,1.0,1.6666666666666667,0.0,0.4,1.0,0.0,0.16666666666666666,100.0,100.0,100.0,100.0,100.0,,100.0
M0 Labs,m0 labs,Grew,3,2025-05-20 04:00:19.776788+00:00,5,1,5,6,1,1.0,0.3333333333333333,1.0,1.6666666666666667,0.0,0.4,1.0,0.0,0.16666666666666666,100.0,100.0,100.0,100.0,100.0,,100.0
M0 Labs,m0 labs,Grew,4,2025-06-20 04:00:14.727978+00:00,7,2,8,9,1,1.0,0.2222222222222222,0.5714285714285714,1.7777777777777777,0.14285714285714285,0.2857142857142857,1.1428571428571428,0.10714285714285714,0.2222222222222222,140.0,200.0,160.0,150.0,114.28571428571428,,106.66666666666667
M0 Labs,m0 labs,Grew,5,2025-07-23 17:38:13.011985+00:00,7,2,8,9,1,1.0,0.2222222222222222,0.5714285714285714,1.7777777777777777,0.14285714285714285,0.2857142857142857,1.1428571428571428,0.10714285714285714,0.2222222222222222,140.0,200.0,160.0,150.0,114.28571428571428,,106.66666666666667
M0 Labs,m0 labs,Grew,6,2025-08-20 04:12:03.435866+00:00,7,2,8,9,1,1.0,0.2222222222222222,0.5714285714285714,1.7777777777777777,0.14285714285714285,0.2857142857142857,1.1428571428571428,0.10714285714285714,0.2222222222222222,140.0,200.0,160.0,150.0,114.28571428571428,,106.66666666666667
M0 Labs,m0 labs,Grew,7,2025-09-20 04:03:23.657570+00:00,7,2,8,9,1,1.0,0.2222222222222222,0.5714285714285714,1.7777777777777777,0.14285714285714285,0.2857142857142857,1.1428571428571428,0.10714285714285714,0.2222222222222222,140.0,200.0,160.0,150.0,114.28571428571428,,106.66666666666667
M0 Labs,m0 labs,Grew,8,2025-10-20 05:48:43.351519+00:00,7,2,8,9,1,1.0,0.2222222222222222,0.5714285714285714,1.7777777777777777,0.14285714285714285,0.2857142857142857,1.1428571428571428,0.10714285714285714,0.2222222222222222,140.0,200.0,160.0,150.0,114.28571428571428,,106.66666666666667
Maple,maple,Grew,0,2025-01-13 00:06:13.501155+00:00,35,61,240,96,1,1.0,0.05263157894736842,0.11241217798594848,5.0,0.393224831425773,0.11764705882352941,5.5,0.6736395092796477,0.10416666666666667,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Maple,maple,Grew,1,2025-04-07 04:18:36.823830+00:00,31,60,228,91,1,1.0,0.05567765567765568,0.12258064516129032,5.010989010989011,0.38254357447488585,0.1,5.866666666666666,0.6882575757575757,0.10989010989010989,88.57142857142857,98.36065573770492,95.0,94.79166666666666,106.66666666666667,97.28367689493092,100.21978021978022
Maple,maple,Grew,2,2025-04-30 19:56:01.133459+00:00,31,60,228,91,1,1.0,0.05567765567765568,0.12258064516129032,5.010989010989011,0.38254357447488585,0.1,5.866666666666666,0.6882575757575757,0.10989010989010989,88.57142857142857,98.36065573770492,95.0,94.79166666666666,106.66666666666667,97.28367689493092,100.21978021978022
Maple,maple,Grew,3,2025-05-20 04:00:19.776788+00:00,37,62,246,99,1,1.0,0.05071119356833643,0.10723626852659111,4.96969696969697,0.3761343654266872,0.1111111111111111,5.361111111111111,0.6742947610823259,0.10101010101010101,105.71428571428572,101.63934426229508,102.49999999999999,103.125,97.47474747474747,95.6537673531149,99.39393939393939
Maple,maple,Grew,4,2025-06-20 04:00:14.727978+00:00,37,62,249,99,1,1.0,0.051329622758194186,0.10854402789886661,5.03030303030303,0.373393452297303,0.1111111111111111,5.444444444444445,0.6723356009070295,0.10101010101010101,105.71428571428572,101.63934426229508,103.75000000000001,103.125,98.98989898989899,94.9567327534824,100.60606060606061
Maple,maple,Grew,5,2025-07-23 17:38:13.011985+00:00,37,62,249,99,1,1.0,0.051329622758194186,0.10854402789886661,5.03030303030303,0.373393452297303,0.1111111111111111,5.444444444444445,0.6723356009070295,0.10101010101010101,105.71428571428572,101.63934426229508,103.75000000000001,103.125,98.98989898989899,94.9567327534824,100.60606060606061
Maple,maple,Grew,6,2025-08-20 04:12:03.435866+00:00,38,62,251,100,1,1.0,0.05070707070707071,0.10653650254668931,5.02,0.37289895184099475,0.10810810810810811,5.351351351351352,0.6696696696696697,0.1,108.57142857142857,101.63934426229508,104.58333333333334,104.16666666666667,97.2972972972973,94.83097760864192,100.4
Maple,maple,Grew,7,2025-09-20 04:03:23.657570+00:00,38,62,251,100,1,1.0,0.05070707070707071,0.10653650254668931,5.02,0.37289895184099475,0.10810810810810811,5.351351351351352,0.6696696696696697,0.1,108.57142857142857,101.63934426229508,104.58333333333334,104.16666666666667,97.2972972972973,94.83097760864192,100.4
Maple,maple,Grew,8,2025-10-20 05:48:43.351519+00:00,38,62,251,100,1,1.0,0.05070707070707071,0.10653650254668931,5.02,0.37289895184099475,0.10810810810810811,5.351351351351352,0.6696696696696697,0.1,108.57142857142857,101.63934426229508,104.58333333333334,104.16666666666667,97.2972972972973,94.83097760864192,100.4
Ondo Finance,ondo finance,Grew,0,2025-01-13 00:06:13.501155+00:00,5,3,5,8,3,0.375,0.17857142857142858,0.3333333333333333,1.25,0.0,0.25,1.0,0.0,0.25,100.0,100.0,100.0,100.0,100.0,,100.0
Ondo Finance,ondo finance,Grew,1,2025-04-07 04:18:36.823830+00:00,5,3,5,8,3,0.375,0.17857142857142858,0.3333333333333333,1.25,0.0,0.25,1.0,0.0,0.25,100.0,100.0,100.0,100.0,100.0,,100.0
Ondo Finance,ondo finance,Grew,2,2025-04-30 19:56:01.133459+00:00,5,3,5,8,3,0.375,0.17857142857142858,0.3333333333333333,1.25,0.0,0.25,1.0,0.0,0.25,100.0,100.0,100.0,100.0,100.0,,100.0
Ondo Finance,ondo finance,Grew,3,2025-05-20 04:00:19.776788+00:00,5,3,5,8,3,0.375,0.17857142857142858,0.3333333333333333,1.25,0.0,0.25,1.0,0.0,0.25,100.0,100.0,100.0,100.0,100.0,,100.0
Ondo Finance,ondo finance,Grew,4,2025-06-20 04:00:14.727978+00:00,5,3,5,8,3,0.375,0.17857142857142858,0.3333333333333333,1.25,0.0,0.25,1.0,0.0,0.25,100.0,100.0,100.0,100.0,100.0,,100.0
Ondo Finance,ondo finance,Grew,5,2025-07-23 17:38:13.011985+00:00,5,3,5,8,3,0.375,0.17857142857142858,0.3333333333333333,1.25,0.0,0.25,1.0,0.0,0.25,100.0,100.0,100.0,100.0,100.0,,100.0
Ondo Finance,ondo finance,Grew,6,2025-08-20 04:12:03.435866+00:00,5,3,5,8,3,0.375,0.17857142857142858,0.3333333333333333,1.25,0.0,0.25,1.0,0.0,0.25,100.0,100.0,100.0,100.0,100.0,,100.0
Ondo Finance,ondo finance,Grew,7,2025-09-20 04:03:23.657570+00:00,5,3,5,8,3,0.375,0.17857142857142858,0.3333333333333333,1.25,0.0,0.25,1.0,0.0,0.25,100.0,100.0,100.0,100.0,100.0,,100.0
Ondo Finance,ondo finance,Grew,8,2025-10-20 05:48:43.351519+00:00,5,3,5,8,3,0.375,0.17857142857142858,0.3333333333333333,1.25,0.0,0.25,1.0,0.0,0.25,100.0,100.0,100.0,100.0,100.0,,100.0
Revert Finance,revert finance,Grew,0,2025-01-13 00:06:13.501155+00:00,4,13,22,17,1,1.0,0.16176470588235295,0.4230769230769231,2.588235294117647,0.4476495726495726,0.25,5.5,0.36363636363636365,0.11764705882352941,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Revert Finance,revert finance,Grew,1,2025-04-07 04:18:36.823830+00:00,4,13,22,17,1,1.0,0.16176470588235295,0.4230769230769231,2.588235294117647,0.4476495726495726,0.25,5.5,0.36363636363636365,0.11764705882352941,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Revert Finance,revert finance,Grew,2,2025-04-30 19:56:01.133459+00:00,4,13,22,17,1,1.0,0.16176470588235295,0.4230769230769231,2.588235294117647,0.4476495726495726,0.25,5.5,0.36363636363636365,0.11764705882352941,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Revert Finance,revert finance,Grew,3,2025-05-20 04:00:19.776788+00:00,4,14,24,18,1,1.0,0.1568627450980392,0.42857142857142855,2.6666666666666665,0.47710622710622713,0.25,6.0,0.375,0.1111111111111111,100.0,107.6923076923077,109.09090909090908,105.88235294117648,109.09090909090908,106.58029321513808,103.03030303030303
Revert Finance,revert finance,Grew,4,2025-06-20 04:00:14.727978+00:00,4,14,24,18,1,1.0,0.1568627450980392,0.42857142857142855,2.6666666666666665,0.47710622710622713,0.25,6.0,0.375,0.1111111111111111,100.0,107.6923076923077,109.09090909090908,105.88235294117648,109.09090909090908,106.58029321513808,103.03030303030303
Revert Finance,revert finance,Grew,5,2025-07-23 17:38:13.011985+00:00,4,14,24,18,1,1.0,0.1568627450980392,0.42857142857142855,2.6666666666666665,0.47710622710622713,0.25,6.0,0.375,0.1111111111111111,100.0,107.6923076923077,109.09090909090908,105.88235294117648,109.09090909090908,106.58029321513808,103.03030303030303
Revert Finance,revert finance,Grew,6,2025-08-20 04:12:03.435866+00:00,4,14,24,18,1,1.0,0.1568627450980392,0.42857142857142855,2.6666666666666665,0.47710622710622713,0.25,6.0,0.375,0.1111111111111111,100.0,107.6923076923077,109.09090909090908,105.88235294117648,109.09090909090908,106.58029321513808,103.03030303030303
Revert Finance,revert finance,Grew,7,2025-09-20 04:03:23.657570+00:00,4,14,24,18,1,1.0,0.1568627450980392,0.42857142857142855,2.6666666666666665,0.47710622710622713,0.25,6.0,0.375,0.1111111111111111,100.0,107.6923076923077,109.09090909090908,105.88235294117648,109.09090909090908,106.58029321513808,103.03030303030303
Revert Finance,revert finance,Grew,8,2025-10-20 05:48:43.351519+00:00,4,14,24,18,1,1.0,0.1568627450980392,0.42857142857142855,2.6666666666666665,0.47710622710622713,0.25,6.0,0.375,0.1111111111111111,100.0,107.6923076923077,109.09090909090908,105.88235294117648,109.09090909090908,106.58029321513808,103.03030303030303
Summer.fi,summer.fi,Grew,0,2025-01-13 00:06:13.501155+00:00,81,29,295,110,1,1.0,0.04920767306088407,0.12558535547041294,5.363636363636363,0.12712656053400181,0.1,3.375,0.4625,0.16363636363636364,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Summer.fi,summer.fi,Grew,1,2025-04-07 04:18:36.823830+00:00,83,30,299,113,1,1.0,0.04725031605562579,0.12008032128514057,5.292035398230088,0.12353621021500696,0.0975609756097561,3.341463414634146,0.4659960833184974,0.1592920353982301,102.46913580246914,103.44827586206897,101.35593220338983,102.72727272727273,99.0063233965673,97.17576696489436,98.66506674666266
Summer.fi,summer.fi,Grew,2,2025-04-30 19:56:01.133459+00:00,83,30,299,113,1,1.0,0.04725031605562579,0.12008032128514057,5.292035398230088,0.12353621021500696,0.0975609756097561,3.341463414634146,0.4659960833184974,0.1592920353982301,102.46913580246914,103.44827586206897,101.35593220338983,102.72727272727273,99.0063233965673,97.17576696489436,98.66506674666266
Summer.fi,summer.fi,Grew,3,2025-05-20 04:00:19.776788+00:00,84,31,304,115,1,1.0,0.0463768115942029,0.11674347158218126,5.28695652173913,0.1282113241360685,0.0963855421686747,3.36144578313253,0.4704409033985404,0.1565217391304348,103.7037037037037,106.89655172413792,103.05084745762711,104.54545454545455,99.59839357429719,100.85329422703649,98.57037582903465
Summer.fi,summer.fi,Grew,4,2025-06-20 04:00:14.727978+00:00,85,31,305,116,1,1.0,0.04572713643178411,0.1157495256166983,5.258620689655173,0.1281022120625612,0.08333333333333333,3.3333333333333335,0.47151360544217685,0.15517241379310345,104.93827160493827,106.89655172413792,103.38983050847457,105.45454545454544,98.76543209876544,100.76746474101172,98.04208065458798
Summer.fi,summer.fi,Grew,5,2025-07-23 17:38:13.011985+00:00,85,31,306,116,1,1.0,0.045877061469265366,0.11612903225806452,5.275862068965517,0.1291803265703096,0.08333333333333333,3.3452380952380953,0.473351974241654,0.15517241379310345,104.93827160493827,106.89655172413792,103.72881355932205,105.45454545454544,99.11816578483246,101.6155286729074,98.36353009935709
Summer.fi,summer.fi,Grew,6,2025-08-20 04:12:03.435866+00:00,84,31,306,115,1,1.0,0.04668192219679634,0.1175115207373272,5.321739130434783,0.12979245494424696,0.08433734939759036,3.3855421686746987,0.4731809801483514,0.1565217391304348,103.7037037037037,106.89655172413792,103.72881355932205,104.54545454545455,100.3123605533244,102.097039673729,99.21886514369935
Summer.fi,summer.fi,Grew,7,2025-09-20 04:03:23.657570+00:00,84,31,306,115,1,1.0,0.04668192219679634,0.1175115207373272,5.321739130434783,0.12979245494424696,0.08433734939759036,3.3855421686746987,0.4731809801483514,0.1565217391304348,103.7037037037037,106.89655172413792,103.72881355932205,104.54545454545455,100.3123605533244,102.097039673729,99.21886514369935
Summer.fi,summer.fi,Grew,8,2025-10-20 05:48:43.351519+00:00,85,31,307,116,1,1.0,0.04602698650674663,0.11650853889943075,5.293103448275862,0.12951456624190272,0.08333333333333333,3.357142857142857,0.4742485646740966,0.15517241379310345,104.93827160493827,106.89655172413792,104.0677966101695,105.45454545454544,99.47089947089948,101.87844750764117,98.68497954412625
Tornado Cash,tornado cash,Grew,0,2025-01-13 00:06:13.501155+00:00,28,38,121,66,2,0.9545454545454546,0.05641025641025641,0.1137218045112782,3.6666666666666665,0.2283185080193627,0.07407407407407407,4.222222222222222,0.6179337231968811,0.12121212121212122,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Tornado Cash,tornado cash,Grew,1,2025-04-07 04:18:36.823830+00:00,28,38,120,66,2,0.9545454545454546,0.055944055944055944,0.11278195488721804,3.6363636363636362,0.2308152120117932,0.07407407407407407,4.185185185185185,0.6181579809898394,0.12121212121212122,100.0,100.0,99.17355371900827,100.0,99.12280701754386,101.09351800433926,99.17355371900827
Tornado Cash,tornado cash,Grew,2,2025-04-30 19:56:01.133459+00:00,28,38,120,66,2,0.9545454545454546,0.055944055944055944,0.11278195488721804,3.6363636363636362,0.2308152120117932,0.07407407407407407,4.185185185185185,0.6181579809898394,0.12121212121212122,100.0,100.0,99.17355371900827,100.0,99.12280701754386,101.09351800433926,99.17355371900827
Tornado Cash,tornado cash,Grew,3,2025-05-20 04:00:19.776788+00:00,28,38,120,66,2,0.9545454545454546,0.055944055944055944,0.11278195488721804,3.6363636363636362,0.2308152120117932,0.07407407407407407,4.185185185185185,0.6181579809898394,0.12121212121212122,100.0,100.0,99.17355371900827,100.0,99.12280701754386,101.09351800433926,99.17355371900827
Tornado Cash,tornado cash,Grew,4,2025-06-20 04:00:14.727978+00:00,28,38,120,66,2,0.9545454545454546,0.055944055944055944,0.11278195488721804,3.6363636363636362,0.2308152120117932,0.07407407407407407,4.185185185185185,0.6181579809898394,0.12121212121212122,100.0,100.0,99.17355371900827,100.0,99.12280701754386,101.09351800433926,99.17355371900827
Tornado Cash,tornado cash,Grew,5,2025-07-23 17:38:13.011985+00:00,28,38,120,66,2,0.9545454545454546,0.055944055944055944,0.11278195488721804,3.6363636363636362,0.2308152120117932,0.07407407407407407,4.185185185185185,0.6181579809898394,0.12121212121212122,100.0,100.0,99.17355371900827,100.0,99.12280701754386,101.09351800433926,99.17355371900827
Tornado Cash,tornado cash,Grew,6,2025-08-20 04:12:03.435866+00:00,28,38,120,66,2,0.9545454545454546,0.055944055944055944,0.11278195488721804,3.6363636363636362,0.2308152120117932,0.07407407407407407,4.185185185185185,0.6181579809898394,0.12121212121212122,100.0,100.0,99.17355371900827,100.0,99.12280701754386,101.09351800433926,99.17355371900827
Tornado Cash,tornado cash,Grew,7,2025-09-20 04:03:23.657570+00:00,28,38,120,66,2,0.9545454545454546,0.055944055944055944,0.11278195488721804,3.6363636363636362,0.2308152120117932,0.07407407407407407,4.185185185185185,0.6181579809898394,0.12121212121212122,100.0,100.0,99.17355371900827,100.0,99.12280701754386,101.09351800433926,99.17355371900827
Tornado Cash,tornado cash,Grew,8,2025-10-20 05:48:43.351519+00:00,28,38,120,66,2,0.9545454545454546,0.055944055944055944,0.11278195488721804,3.6363636363636362,0.2308152120117932,0.07407407407407407,4.185185185185185,0.6181579809898394,0.12121212121212122,100.0,100.0,99.17355371900827,100.0,99.12280701754386,101.09351800433926,99.17355371900827
ether.fi,ether.fi,Grew,0,2025-01-13 00:06:13.501155+00:00,26,10,44,36,1,1.0,0.06984126984126984,0.16923076923076924,2.4444444444444446,0.23924278288313375,0.08,1.68,0.35619047619047617,0.1111111111111111,100.0,100.0,100.0,100.0,100.0,100.0,100.0
ether.fi,ether.fi,Grew,1,2025-04-07 04:18:36.823830+00:00,27,10,47,37,1,1.0,0.07057057057057058,0.17407407407407408,2.5405405405405403,0.2190532615532616,0.07692307692307693,1.7307692307692308,0.36324786324786323,0.10810810810810811,103.84615384615385,100.0,106.81818181818181,102.77777777777777,103.02197802197803,91.5610740325929,103.93120393120392
ether.fi,ether.fi,Grew,2,2025-04-30 19:56:01.133459+00:00,27,10,47,37,1,1.0,0.07057057057057058,0.17407407407407408,2.5405405405405403,0.2190532615532616,0.07692307692307693,1.7307692307692308,0.36324786324786323,0.10810810810810811,103.84615384615385,100.0,106.81818181818181,102.77777777777777,103.02197802197803,91.5610740325929,103.93120393120392
