category,window_start,window_end,center_snap,outcome,predictor,coef
Healthy,4,6,5,fc_attack_adaptive,bus_factor_norm,-5.203181655376637
Healthy,4,6,5,fc_attack_adaptive,gini_repo_load,-0.6982993876307657
Healthy,4,6,5,fc_attack_adaptive,bipartite_density,1.3435033386279005
Healthy,4,6,5,fc_attack_adaptive,knowledge_redundancy,-0.21419475670869076
Healthy,4,6,5,fc_attack_adaptive,fc_attack_adaptive,1.2781839494345992
Healthy,5,7,6,bus_factor_norm,bus_factor_norm,0.536253133885147
Healthy,5,7,6,bus_factor_norm,gini_repo_load,-0.06413653321594011
Healthy,5,7,6,bus_factor_norm,bipartite_density,-0.2564359327221614
Healthy,5,7,6,bus_factor_norm,knowledge_redundancy,0.0007111091312322418
Healthy,5,7,6,bus_factor_norm,fc_attack_adaptive,0.13291917843508128
Healthy,5,7,6,gini_repo_load,bus_factor_norm,0.6485485123808851
Healthy,5,7,6,gini_repo_load,gini_repo_load,0.76606623889756
Healthy,5,7,6,gini_repo_load,bipartite_density,-0.4884403584344833
Healthy,5,7,6,gini_repo_load,knowledge_redundancy,-0.02544980333047417
Healthy,5,7,6,gini_repo_load,fc_attack_adaptive,-0.004123208119197794
Healthy,5,7,6,bipartite_density,bus_factor_norm,-1.409825406661275
Healthy,5,7,6,bipartite_density,gini_repo_load,0.0644568193850164
Healthy,5,7,6,bipartite_density,bipartite_density,0.3663005385825216
Healthy,5,7,6,bipartite_density,knowledge_redundancy,-0.04133106407482531
Healthy,5,7,6,bipartite_density,fc_attack_adaptive,0.38390902539479704
Healthy,5,7,6,knowledge_redundancy,bus_factor_norm,0.039008727232200266
Healthy,5,7,6,knowledge_redundancy,gini_repo_load,0.19220831327877888
Healthy,5,7,6,knowledge_redundancy,bipartite_density,-1.655902077351476
Healthy,5,7,6,knowledge_redundancy,knowledge_redundancy,0.6025306581135994
Healthy,5,7,6,knowledge_redundancy,fc_attack_adaptive,0.27437772849593683
Healthy,5,7,6,fc_attack_adaptive,bus_factor_norm,-5.733948857775728
Healthy,5,7,6,fc_attack_adaptive,gini_repo_load,0.2935173805831867
Healthy,5,7,6,fc_attack_adaptive,bipartite_density,1.8654407000175932
Healthy,5,7,6,fc_attack_adaptive,knowledge_redundancy,-0.38095749874139734
Healthy,5,7,6,fc_attack_adaptive,fc_attack_adaptive,1.3291257247150143
Healthy,6,8,7,bus_factor_norm,bus_factor_norm,0.49257664727608036
Healthy,6,8,7,bus_factor_norm,gini_repo_load,0.0055455592112575065
Healthy,6,8,7,bus_factor_norm,bipartite_density,0.16852697311947534
Healthy,6,8,7,bus_factor_norm,knowledge_redundancy,-0.05316727233105476
Healthy,6,8,7,bus_factor_norm,fc_attack_adaptive,0.015863281946251948
Healthy,6,8,7,gini_repo_load,bus_factor_norm,0.1129413038846252
Healthy,6,8,7,gini_repo_load,gini_repo_load,0.9298651210673736
Healthy,6,8,7,gini_repo_load,bipartite_density,0.5427378582540281
Healthy,6,8,7,gini_repo_load,knowledge_redundancy,-0.3313529674115642
Healthy,6,8,7,gini_repo_load,fc_attack_adaptive,-0.20995279322829669
Healthy,6,8,7,bipartite_density,bus_factor_norm,-0.40021722884189415
Healthy,6,8,7,bipartite_density,gini_repo_load,0.15460580036215163
Healthy,6,8,7,bipartite_density,bipartite_density,0.4276911562170233
Healthy,6,8,7,bipartite_density,knowledge_redundancy,0.03771628028129132
Healthy,6,8,7,bipartite_density,fc_attack_adaptive,-0.049252375325252395
Healthy,6,8,7,knowledge_redundancy,bus_factor_norm,-0.3015109488652581
Healthy,6,8,7,knowledge_redundancy,gini_repo_load,0.36508172330441624
Healthy,6,8,7,knowledge_redundancy,bipartite_density,-0.6092854094664599
Healthy,6,8,7,knowledge_redundancy,knowledge_redundancy,0.3001637869981025
Healthy,6,8,7,knowledge_redundancy,fc_attack_adaptive,0.057262413602348225
Healthy,6,8,7,fc_attack_adaptive,bus_factor_norm,-0.37330955072728533
Healthy,6,8,7,fc_attack_adaptive,gini_repo_load,0.5596777049476417
Healthy,6,8,7,fc_attack_adaptive,bipartite_density,-0.27109189869147876
Healthy,6,8,7,fc_attack_adaptive,knowledge_redundancy,0.09518764481192316
Healthy,6,8,7,fc_attack_adaptive,fc_attack_adaptive,-0.3543955012309556
Stagnated,1,3,2,bus_factor_norm,bus_factor_norm,0.9808183672573612
Stagnated,1,3,2,bus_factor_norm,gini_repo_load,-0.0343001828680126
Stagnated,1,3,2,bus_factor_norm,bipartite_density,0.17472507425026984
Stagnated,1,3,2,bus_factor_norm,knowledge_redundancy,-0.11648019015052892
Stagnated,1,3,2,bus_factor_norm,fc_attack_adaptive,-0.003702070492536704
Stagnated,1,3,2,gini_repo_load,bus_factor_norm,-1.0328930389512838
Stagnated,1,3,2,gini_repo_load,gini_repo_load,0.5034773671949344
Stagnated,1,3,2,gini_repo_load,bipartite_density,-0.03779888025360008
Stagnated,1,3,2,gini_repo_load,knowledge_redundancy,0.03877065044373866
Stagnated,1,3,2,gini_repo_load,fc_attack_adaptive,0.05673671718868006
Stagnated,1,3,2,bipartite_density,bus_factor_norm,0.5020862686132124
Stagnated,1,3,2,bipartite_density,gini_repo_load,-0.1122321921723431
Stagnated,1,3,2,bipartite_density,bipartite_density,0.3669628760164243
Stagnated,1,3,2,bipartite_density,knowledge_redundancy,-0.561161622719041
Stagnated,1,3,2,bipartite_density,fc_attack_adaptive,-0.024311402643080585
Stagnated,1,3,2,knowledge_redundancy,bus_factor_norm,-0.40256762514444844
Stagnated,1,3,2,knowledge_redundancy,gini_repo_load,0.04087200927580991
Stagnated,1,3,2,knowledge_redundancy,bipartite_density,0.0665064000445652
Stagnated,1,3,2,knowledge_redundancy,knowledge_redundancy,0.21643025532433963
Stagnated,1,3,2,knowledge_redundancy,fc_attack_adaptive,-0.06189034460050393
Stagnated,1,3,2,fc_attack_adaptive,bus_factor_norm,-0.36461499177076667
Stagnated,1,3,2,fc_attack_adaptive,gini_repo_load,0.07727680590987691
Stagnated,1,3,2,fc_attack_adaptive,bipartite_density,0.5413140704484658
Stagnated,1,3,2,fc_attack_adaptive,knowledge_redundancy,-1.0943065974667716
Stagnated,1,3,2,fc_attack_adaptive,fc_attack_adaptive,0.6503869053538022
Stagnated,2,4,3,bus_factor_norm,bus_factor_norm,0.28975629888848614
Stagnated,2,4,3,bus_factor_norm,gini_repo_load,0.02189048822182344
Stagnated,2,4,3,bus_factor_norm,bipartite_density,0.277454895756344
Stagnated,2,4,3,bus_factor_norm,knowledge_redundancy,-0.11326400547557039
Stagnated,2,4,3,bus_factor_norm,fc_attack_adaptive,-0.0033264850990476717
Stagnated,2,4,3,gini_repo_load,bus_factor_norm,-1.5758308808527872
Stagnated,2,4,3,gini_repo_load,gini_repo_load,0.5559516409693095
Stagnated,2,4,3,gini_repo_load,bipartite_density,1.486562253998156
Stagnated,2,4,3,gini_repo_load,knowledge_redundancy,-0.13586147814419705
Stagnated,2,4,3,gini_repo_load,fc_attack_adaptive,0.005881779130803781
Stagnated,2,4,3,bipartite_density,bus_factor_norm,0.23076149937165732
Stagnated,2,4,3,bipartite_density,gini_repo_load,-0.01048261168439669
Stagnated,2,4,3,bipartite_density,bipartite_density,0.2900911937666926
Stagnated,2,4,3,bipartite_density,knowledge_redundancy,-0.06716818066788419
Stagnated,2,4,3,bipartite_density,fc_attack_adaptive,0.017041268586065222
Stagnated,2,4,3,knowledge_redundancy,bus_factor_norm,-0.9775091475981239
Stagnated,2,4,3,knowledge_redundancy,gini_repo_load,0.10136792619558702
Stagnated,2,4,3,knowledge_redundancy,bipartite_density,1.1368790479772526
Stagnated,2,4,3,knowledge_redundancy,knowledge_redundancy,0.6743157670758209
Stagnated,2,4,3,knowledge_redundancy,fc_attack_adaptive,0.021652752840377612
Stagnated,2,4,3,fc_attack_adaptive,bus_factor_norm,-0.08804886949415902
Stagnated,2,4,3,fc_attack_adaptive,gini_repo_load,0.024372724419537112
Stagnated,2,4,3,fc_attack_adaptive,bipartite_density,0.16592518503625633
Stagnated,2,4,3,fc_attack_adaptive,knowledge_redundancy,-0.14513744453648245
Stagnated,2,4,3,fc_attack_adaptive,fc_attack_adaptive,0.4632813807777107
Stagnated,3,5,4,bus_factor_norm,bus_factor_norm,-0.4647475293459962
Stagnated,3,5,4,bus_factor_norm,gini_repo_load,-0.05744916489184634
Stagnated,3,5,4,bus_factor_norm,bipartite_density,0.9793757570985749
Stagnated,3,5,4,bus_factor_norm,knowledge_redundancy,0.36616568188725745
Stagnated,3,5,4,bus_factor_norm,fc_attack_adaptive,-0.012007686284543724
Stagnated,3,5,4,gini_repo_load,bus_factor_norm,-2.944525826949737
Stagnated,3,5,4,gini_repo_load,gini_repo_load,0.30766305297179325
Stagnated,3,5,4,gini_repo_load,bipartite_density,2.458503512232066
Stagnated,3,5,4,gini_repo_load,knowledge_redundancy,-0.792637592406271
Stagnated,3,5,4,gini_repo_load,fc_attack_adaptive,-0.009744033866734262
Stagnated,3,5,4,bipartite_density,bus_factor_norm,-0.8177304530608214
Stagnated,3,5,4,bipartite_density,gini_repo_load,-0.06676882922018763
Stagnated,3,5,4,bipartite_density,bipartite_density,1.3877190389749035
Stagnated,3,5,4,bipartite_density,knowledge_redundancy,0.5586773458686263
Stagnated,3,5,4,bipartite_density,fc_attack_adaptive,0.003219450839408038
Stagnated,3,5,4,knowledge_redundancy,bus_factor_norm,-1.7730902301475107
Stagnated,3,5,4,knowledge_redundancy,gini_repo_load,0.12235892626963805
Stagnated,3,5,4,knowledge_redundancy,bipartite_density,2.0308094328009596
Stagnated,3,5,4,knowledge_redundancy,knowledge_redundancy,0.7027489389891148
Stagnated,3,5,4,knowledge_redundancy,fc_attack_adaptive,0.04043937531424516
Stagnated,3,5,4,fc_attack_adaptive,bus_factor_norm,-1.222629327076102
Stagnated,3,5,4,fc_attack_adaptive,gini_repo_load,-0.043995202906811956
Stagnated,3,5,4,fc_attack_adaptive,bipartite_density,1.6802187196259741
Stagnated,3,5,4,fc_attack_adaptive,knowledge_redundancy,0.471386397580442
Stagnated,3,5,4,fc_attack_adaptive,fc_attack_adaptive,0.07761966818228994
Stagnated,4,6,5,bus_factor_norm,bus_factor_norm,-2.319794501398021
Stagnated,4,6,5,bus_factor_norm,gini_repo_load,-0.2845049105611373
Stagnated,4,6,5,bus_factor_norm,bipartite_density,2.9066298339890624
Stagnated,4,6,5,bus_factor_norm,knowledge_redundancy,0.6542813550871621
Stagnated,4,6,5,bus_factor_norm,fc_attack_adaptive,-0.5299850245342511
Stagnated,4,6,5,gini_repo_load,bus_factor_norm,3.157658540400319
Stagnated,4,6,5,gini_repo_load,gini_repo_load,0.8162018666711881
Stagnated,4,6,5,gini_repo_load,bipartite_density,-3.458023454988456
Stagnated,4,6,5,gini_repo_load,knowledge_redundancy,-1.1031596062691227
Stagnated,4,6,5,gini_repo_load,fc_attack_adaptive,0.7267347229913667
Stagnated,4,6,5,bipartite_density,bus_factor_norm,-2.8671281480392046
Stagnated,4,6,5,bipartite_density,gini_repo_load,-0.2915317411732217
Stagnated,4,6,5,bipartite_density,bipartite_density,3.455030792380125
Stagnated,4,6,5,bipartite_density,knowledge_redundancy,0.7277153655353097
Stagnated,4,6,5,bipartite_density,fc_attack_adaptive,-0.506192306974191
Stagnated,4,6,5,knowledge_redundancy,bus_factor_norm,0.8555076137967684
Stagnated,4,6,5,knowledge_redundancy,gini_repo_load,0.1551027258183977
Stagnated,4,6,5,knowledge_redundancy,bipartite_density,-0.8828427937074151
Stagnated,4,6,5,knowledge_redundancy,knowledge_redundancy,0.22152223370272078
Stagnated,4,6,5,knowledge_redundancy,fc_attack_adaptive,0.2688819891531307
Stagnated,4,6,5,fc_attack_adaptive,bus_factor_norm,-2.4649221812528923
Stagnated,4,6,5,fc_attack_adaptive,gini_repo_load,-0.2639188067376043
Stagnated,4,6,5,fc_attack_adaptive,bipartite_density,2.4405250915382837
Stagnated,4,6,5,fc_attack_adaptive,knowledge_redundancy,0.6675419167639937
Stagnated,4,6,5,fc_attack_adaptive,fc_attack_adaptive,0.16361527804575127
Stagnated,5,7,6,bus_factor_norm,bus_factor_norm,0.6453592388380984
Stagnated,5,7,6,bus_factor_norm,gini_repo_load,0.030204418331196966
Stagnated,5,7,6,bus_factor_norm,bipartite_density,0.14587111260773364
Stagnated,5,7,6,bus_factor_norm,knowledge_redundancy,-0.010655454574451571
Stagnated,5,7,6,bus_factor_norm,fc_attack_adaptive,-0.004341326358860125
Stagnated,5,7,6,gini_repo_load,bus_factor_norm,-1.557753068091982
Stagnated,5,7,6,gini_repo_load,gini_repo_load,-0.044575753830582404
Stagnated,5,7,6,gini_repo_load,bipartite_density,0.3149605886066437
Stagnated,5,7,6,gini_repo_load,knowledge_redundancy,-0.15606520039801422
Stagnated,5,7,6,gini_repo_load,fc_attack_adaptive,0.08247357772853585
Stagnated,5,7,6,bipartite_density,bus_factor_norm,-0.2457071535522106
Stagnated,5,7,6,bipartite_density,gini_repo_load,-0.005454585148830875
Stagnated,5,7,6,bipartite_density,bipartite_density,0.9470127644675757
Stagnated,5,7,6,bipartite_density,knowledge_redundancy,-0.10618811440135874
Stagnated,5,7,6,bipartite_density,fc_attack_adaptive,-0.0053326737488811424
Stagnated,5,7,6,knowledge_redundancy,bus_factor_norm,-0.7879343688456482
Stagnated,5,7,6,knowledge_redundancy,gini_repo_load,0.03105854339323618
Stagnated,5,7,6,knowledge_redundancy,bipartite_density,0.7051935631541378
Stagnated,5,7,6,knowledge_redundancy,knowledge_redundancy,0.4153909866331995
Stagnated,5,7,6,knowledge_redundancy,fc_attack_adaptive,-0.021372150410119136
Stagnated,5,7,6,fc_attack_adaptive,bus_factor_norm,-0.27935075204258364
Stagnated,5,7,6,fc_attack_adaptive,gini_repo_load,0.011539742319124673
Stagnated,5,7,6,fc_attack_adaptive,bipartite_density,0.3278406012665366
Stagnated,5,7,6,fc_attack_adaptive,knowledge_redundancy,-0.08324085077536361
Stagnated,5,7,6,fc_attack_adaptive,fc_attack_adaptive,0.6745348560626047
Stagnated,6,8,7,bus_factor_norm,bus_factor_norm,0.7225165350716161
Stagnated,6,8,7,bus_factor_norm,gini_repo_load,0.07008674188727526
Stagnated,6,8,7,bus_factor_norm,bipartite_density,0.14802376358788522
Stagnated,6,8,7,bus_factor_norm,knowledge_redundancy,0.05188868234435329
Stagnated,6,8,7,bus_factor_norm,fc_attack_adaptive,-0.0008960862492998012
Stagnated,6,8,7,gini_repo_load,bus_factor_norm,-0.4610527445895727
Stagnated,6,8,7,gini_repo_load,gini_repo_load,0.45465602975890235
Stagnated,6,8,7,gini_repo_load,bipartite_density,0.018879064595539882
Stagnated,6,8,7,gini_repo_load,knowledge_redundancy,-0.016860250345703657
Stagnated,6,8,7,gini_repo_load,fc_attack_adaptive,0.031049204226353294
Stagnated,6,8,7,bipartite_density,bus_factor_norm,-0.0548407009143824
Stagnated,6,8,7,bipartite_density,gini_repo_load,0.2352295862096203
Stagnated,6,8,7,bipartite_density,bipartite_density,1.1168679441242966
Stagnated,6,8,7,bipartite_density,knowledge_redundancy,-0.10341040153966982
Stagnated,6,8,7,bipartite_density,fc_attack_adaptive,-0.033710434159509896
Stagnated,6,8,7,knowledge_redundancy,bus_factor_norm,-0.40940796059722395
Stagnated,6,8,7,knowledge_redundancy,gini_repo_load,0.5516660179634844
Stagnated,6,8,7,knowledge_redundancy,bipartite_density,1.0470705247679581
Stagnated,6,8,7,knowledge_redundancy,knowledge_redundancy,0.23448536740675113
Stagnated,6,8,7,knowledge_redundancy,fc_attack_adaptive,-0.10563063602171881
Stagnated,6,8,7,fc_attack_adaptive,bus_factor_norm,-0.03130743295601896
Stagnated,6,8,7,fc_attack_adaptive,gini_repo_load,0.2918288040054771
Stagnated,6,8,7,fc_attack_adaptive,bipartite_density,0.5302740953365079
Stagnated,6,8,7,fc_attack_adaptive,knowledge_redundancy,0.012694822540596897
Stagnated,6,8,7,fc_attack_adaptive,fc_attack_adaptive,0.6522034695067351
