Project,Snapshot,bus_factor_norm,gini_repo_load,bipartite_density,knowledge_redundancy,fc_attack_adaptive
Summer.fi,8,0.08333333333333333,0.4742485646740966,0.11650853889943075,0.12951456624190272,0.15517241379310345
SuperRare,0,0.14285714285714285,0.22857142857142856,0.375,0.1503968253968254,0.16666666666666666
SuperRare,1,0.14285714285714285,0.22857142857142856,0.375,0.1503968253968254,0.16666666666666666
SuperRare,2,0.14285714285714285,0.22857142857142856,0.375,0.1503968253968254,0.16666666666666666
SuperRare,3,0.14285714285714285,0.2597402597402597,0.325,0.16023809523809524,0.23076923076923078
SuperRare,4,0.14285714285714285,0.2597402597402597,0.325,0.16023809523809524,0.23076923076923078
SuperRare,5,0.14285714285714285,0.2597402597402597,0.325,0.16023809523809524,0.23076923076923078
SuperRare,6,0.14285714285714285,0.2597402597402597,0.325,0.16023809523809524,0.23076923076923078
SuperRare,7,0.14285714285714285,0.2597402597402597,0.325,0.16023809523809524,0.23076923076923078
SuperRare,8,0.14285714285714285,0.2597402597402597,0.325,0.16023809523809524,0.23076923076923078
Symbiotic,0,0.02284263959390863,0.029394113675577004,0.1150492264416315,0.34051255003316067,0.05198019801980198
Symbiotic,1,0.020930232558139535,0.05432660362892921,0.08209887560235588,0.2215795497479853,0.0518018018018018
Symbiotic,2,0.020930232558139535,0.05432660362892921,0.08209887560235588,0.22146855940723534,0.0518018018018018
Symbiotic,3,0.02088167053364269,0.054208898115358,0.07622354497354497,0.1898301937776303,0.0515695067264574
Symbiotic,4,0.02088167053364269,0.06016307012622012,0.07160493827160494,0.15846830906047632,0.05145413870246085
Symbiotic,5,0.020833333333333332,0.06003421900161031,0.07159353348729793,0.15836859999709513,0.05133928571428571
Symbiotic,6,0.020785219399538105,0.07747039457520515,0.06854838709677419,0.18331939968134428,0.051111111111111114
Symbiotic,7,0.018306636155606407,0.08243743073845401,0.06892123287671233,0.19023744019064195,0.05066079295154185
Symbiotic,8,0.01834862385321101,0.0900802752293578,0.06541930273253466,0.20016576259138943,0.05066079295154185
Tornado Cash,0,0.07407407407407407,0.6179337231968811,0.1137218045112782,0.2283185080193627,0.12121212121212122
Tornado Cash,1,0.07407407407407407,0.6181579809898394,0.11278195488721804,0.2308152120117932,0.12121212121212122
Tornado Cash,2,0.07407407407407407,0.6181579809898394,0.11278195488721804,0.2308152120117932,0.12121212121212122
Tornado Cash,3,0.07407407407407407,0.6181579809898394,0.11278195488721804,0.2308152120117932,0.12121212121212122
Tornado Cash,4,0.07407407407407407,0.6181579809898394,0.11278195488721804,0.2308152120117932,0.12121212121212122
Tornado Cash,5,0.07407407407407407,0.6181579809898394,0.11278195488721804,0.2308152120117932,0.12121212121212122
Tornado Cash,6,0.07407407407407407,0.6181579809898394,0.11278195488721804,0.2308152120117932,0.12121212121212122
Tornado Cash,7,0.07407407407407407,0.6181579809898394,0.11278195488721804,0.2308152120117932,0.12121212121212122
Tornado Cash,8,0.07407407407407407,0.6181579809898394,0.11278195488721804,0.2308152120117932,0.12121212121212122
UniLend,0,0.16666666666666666,0.36666666666666664,0.22857142857142856,0.3296296296296296,0.17647058823529413
UniLend,1,0.14285714285714285,0.375,0.2125,0.32523809523809527,0.16666666666666666
UniLend,2,0.14285714285714285,0.375,0.2125,0.32523809523809527,0.16666666666666666
UniLend,3,0.14285714285714285,0.375,0.2125,0.32523809523809527,0.16666666666666666
UniLend,4,0.14285714285714285,0.375,0.2125,0.32523809523809527,0.16666666666666666
UniLend,5,0.14285714285714285,0.375,0.2125,0.32523809523809527,0.16666666666666666
UniLend,6,0.14285714285714285,0.375,0.2125,0.32523809523809527,0.16666666666666666
UniLend,7,0.14285714285714285,0.375,0.2125,0.32523809523809527,0.16666666666666666
UniLend,8,0.14285714285714285,0.375,0.2125,0.32523809523809527,0.16666666666666666
Uniswap,0,0.012433392539964476,0.49372555505362425,0.00888960724098917,0.020928929014329852,0.050143266475644696
Uniswap,1,0.012232415902140673,0.48630558670962304,0.005472246113957344,0.01396097703263502,0.05005753739930955
Uniswap,2,0.012213740458015267,0.4858001298563561,0.005447643375374736,0.01434106251251163,0.05054566341183228
Uniswap,3,0.012772351615326822,0.4848004876647656,0.005213453988509668,0.01400990870258794,0.05053340819764177
Uniswap,4,0.012546125461254613,0.4850201957998555,0.004992058089403222,0.013439324112885266,0.05043859649122807
Uniswap,5,0.014612452350698857,0.47363946276135765,0.0036093968253968255,0.010829388325002987,0.05
Uniswap,6,0.014990630855715179,0.47029001034937107,0.0034705840094904697,0.010582807198703683,0.05033407572383074
Uniswap,7,0.014619883040935672,0.4621591082157929,0.003101012359986798,0.009709236031848022,0.050124275062137534
Uniswap,8,0.015237020316027089,0.46000150080706664,0.00291080536313998,0.009506015102623387,0.0500198491464867
Venus,0,0.0975609756097561,0.522316243570599,0.18214285714285713,0.2078879856277075,0.25806451612903225
Venus,1,0.0975609756097561,0.5222764227642276,0.16356107660455488,0.19340338812605304,0.24615384615384617
Venus,2,0.0975609756097561,0.5246325310935228,0.17207792207792208,0.1976574131810368,0.25
Venus,3,0.1,0.525,0.16967126193001061,0.2120681073228009,0.25
Venus,4,0.09523809523809523,0.5235042735042735,0.16582406471183014,0.20868374749331672,0.24242424242424243
Venus,5,0.09302325581395349,0.5249592652940305,0.16304347826086957,0.2075657120043307,0.23880597014925373
Venus,6,0.09090909090909091,0.5369492470719465,0.152,0.17928589232060135,0.22857142857142856
Venus,7,0.08888888888888889,0.5352188552188553,0.15043478260869564,0.17835188797129295,0.22535211267605634
Venus,8,0.0851063829787234,0.541033434650456,0.1466346153846154,0.1817711741933648,0.21621621621621623
ether.fi,0,0.08,0.35619047619047617,0.16923076923076924,0.23924278288313375,0.1111111111111111
ether.fi,1,0.07692307692307693,0.36324786324786323,0.17407407407407408,0.2190532615532616,0.10810810810810811
ether.fi,2,0.07692307692307693,0.36324786324786323,0.17407407407407408,0.2190532615532616,0.10810810810810811
ether.fi,3,0.07692307692307693,0.3729096989966555,0.17777777777777778,0.2213621345974287,0.10810810810810811
ether.fi,4,0.07692307692307693,0.3729096989966555,0.17777777777777778,0.2213621345974287,0.10810810810810811
ether.fi,5,0.07692307692307693,0.3729096989966555,0.17777777777777778,0.2213621345974287,0.10810810810810811
ether.fi,6,0.07407407407407407,0.3672182821118991,0.175,0.21784576368975347,0.10526315789473684
ether.fi,7,0.07142857142857142,0.4074074074074074,0.1755485893416928,0.23684012027313464,0.15
ether.fi,8,0.06896551724137931,0.4125615763546798,0.16111111111111112,0.24462387557975793,0.14285714285714285
yearn.finance,0,0.03303303303303303,0.5180180180180181,0.021335107562652472,0.04443030674936912,0.1023454157782516
yearn.finance,1,0.032448377581120944,0.5176734641528793,0.02106401384083045,0.04327001897154336,0.10084033613445378
yearn.finance,2,0.03254437869822485,0.5178863982421988,0.02114783966684019,0.043188703485929326,0.10105263157894737
yearn.finance,3,0.03225806451612903,0.5190584269024493,0.021134330925352596,0.04308947999228113,0.100418410041841
yearn.finance,4,0.03519061583577713,0.519800987542923,0.020676691729323307,0.042161738010321,0.1037344398340249
yearn.finance,5,0.03519061583577713,0.5194590585164482,0.020697577276524645,0.04207325973018521,0.1037344398340249
yearn.finance,6,0.03519061583577713,0.5194492556071757,0.020718462823725983,0.04205386646310438,0.1037344398340249
yearn.finance,7,0.03488372093023256,0.5191946872068336,0.02062111801242236,0.04221594453649818,0.10309278350515463
yearn.finance,8,0.03498542274052478,0.5206541929610904,0.020533082214215525,0.04173039270365339,0.102880658436214
