Project,Snapshot,bus_factor_norm,gini_repo_load,bipartite_density,knowledge_redundancy,fc_attack_adaptive
Horizon Protocol,8,0.25,0.28289473684210525,0.2777777777777778,0.21190476190476187,0.21052631578947367
Index Coop,0,1.0,0.0,1.0,0.0,1.0
Index Coop,1,1.0,0.0,1.0,0.0,1.0
Index Coop,2,1.0,0.0,1.0,0.0,1.0
Index Coop,3,1.0,0.0,1.0,0.0,1.0
Index Coop,4,1.0,0.0,1.0,0.0,1.0
Index Coop,5,1.0,0.0,1.0,0.0,1.0
Index Coop,6,1.0,0.0,1.0,0.0,1.0
Index Coop,7,1.0,0.0,1.0,0.0,1.0
Index Coop,8,1.0,0.0,1.0,0.0,1.0
M0 Labs,0,0.4,0.0,1.0,0.0,0.16666666666666666
M0 Labs,1,0.4,0.0,1.0,0.0,0.16666666666666666
M0 Labs,2,0.4,0.0,1.0,0.0,0.16666666666666666
M0 Labs,3,0.4,0.0,1.0,0.0,0.16666666666666666
M0 Labs,4,0.2857142857142857,0.10714285714285714,0.5714285714285714,0.14285714285714285,0.2222222222222222
M0 Labs,5,0.2857142857142857,0.10714285714285714,0.5714285714285714,0.14285714285714285,0.2222222222222222
M0 Labs,6,0.2857142857142857,0.10714285714285714,0.5714285714285714,0.14285714285714285,0.2222222222222222
M0 Labs,7,0.2857142857142857,0.10714285714285714,0.5714285714285714,0.14285714285714285,0.2222222222222222
M0 Labs,8,0.2857142857142857,0.10714285714285714,0.5714285714285714,0.14285714285714285,0.2222222222222222
Maple,0,0.11764705882352941,0.6736395092796477,0.11241217798594848,0.393224831425773,0.10416666666666667
Maple,1,0.1,0.6882575757575757,0.12258064516129032,0.38254357447488585,0.10989010989010989
Maple,2,0.1,0.6882575757575757,0.12258064516129032,0.38254357447488585,0.10989010989010989
Maple,3,0.1111111111111111,0.6742947610823259,0.10723626852659111,0.3761343654266872,0.10101010101010101
Maple,4,0.1111111111111111,0.6723356009070295,0.10854402789886661,0.373393452297303,0.10101010101010101
Maple,5,0.1111111111111111,0.6723356009070295,0.10854402789886661,0.373393452297303,0.10101010101010101
Maple,6,0.10810810810810811,0.6696696696696697,0.10653650254668931,0.37289895184099475,0.1
Maple,7,0.10810810810810811,0.6696696696696697,0.10653650254668931,0.37289895184099475,0.1
Maple,8,0.10810810810810811,0.6696696696696697,0.10653650254668931,0.37289895184099475,0.1
Ondo Finance,0,0.25,0.0,0.3333333333333333,0.0,0.25
Ondo Finance,1,0.25,0.0,0.3333333333333333,0.0,0.25
Ondo Finance,2,0.25,0.0,0.3333333333333333,0.0,0.25
Ondo Finance,3,0.25,0.0,0.3333333333333333,0.0,0.25
Ondo Finance,4,0.25,0.0,0.3333333333333333,0.0,0.25
Ondo Finance,5,0.25,0.0,0.3333333333333333,0.0,0.25
Ondo Finance,6,0.25,0.0,0.3333333333333333,0.0,0.25
Ondo Finance,7,0.25,0.0,0.3333333333333333,0.0,0.25
Ondo Finance,8,0.25,0.0,0.3333333333333333,0.0,0.25
Opium Network,0,0.15,0.5427272727272727,0.11428571428571428,0.3147816257816257,0.13043478260869565
Opium Network,1,0.15,0.5427272727272727,0.11428571428571428,0.3147816257816257,0.13043478260869565
Opium Network,2,0.15,0.5427272727272727,0.11428571428571428,0.3147816257816257,0.13043478260869565
Opium Network,3,0.15,0.5427272727272727,0.11428571428571428,0.3147816257816257,0.13043478260869565
Opium Network,4,0.15,0.5427272727272727,0.11428571428571428,0.3147816257816257,0.13043478260869565
Opium Network,5,0.15,0.5427272727272727,0.11428571428571428,0.3147816257816257,0.13043478260869565
Opium Network,6,0.15,0.5427272727272727,0.11428571428571428,0.3147816257816257,0.13043478260869565
Opium Network,7,0.15,0.5427272727272727,0.11428571428571428,0.3147816257816257,0.13043478260869565
Opium Network,8,0.15,0.5427272727272727,0.11428571428571428,0.3147816257816257,0.13043478260869565
Opyn,0,0.0684931506849315,0.3527958679541882,0.07579318448883667,0.07203441289106252,0.10309278350515463
Opyn,1,0.0684931506849315,0.3527958679541882,0.07579318448883667,0.07203441289106252,0.10309278350515463
Opyn,2,0.0684931506849315,0.3527958679541882,0.07579318448883667,0.07203441289106252,0.10309278350515463
Opyn,3,0.0684931506849315,0.3527958679541882,0.07579318448883667,0.07203441289106252,0.10309278350515463
Opyn,4,0.06329113924050633,0.36812001875293016,0.071,0.0630443814679716,0.11428571428571428
Opyn,5,0.06329113924050633,0.36812001875293016,0.071,0.0630443814679716,0.11428571428571428
Opyn,6,0.06329113924050633,0.36812001875293016,0.071,0.0630443814679716,0.11428571428571428
Opyn,7,0.06329113924050633,0.36812001875293016,0.0715,0.06533305575664589,0.11428571428571428
Opyn,8,0.06329113924050633,0.36812001875293016,0.0715,0.06533305575664589,0.11428571428571428
Origin Protocol,0,0.022321428571428572,0.47544180715764567,0.03211267605633803,0.06893162089876505,0.05067567567567568
Origin Protocol,1,0.022123893805309734,0.4763709560423618,0.03169358786098874,0.06601273001485111,0.05016722408026756
Origin Protocol,2,0.022321428571428572,0.47778880070546736,0.03185185185185185,0.0660521546252238,0.050505050505050504
Origin Protocol,3,0.022321428571428572,0.4794350117096019,0.03153729071537291,0.06896471921466397,0.050335570469798654
Origin Protocol,4,0.02242152466367713,0.4808498125413512,0.031678082191780824,0.06879201092104628,0.050505050505050504
Origin Protocol,5,0.022321428571428572,0.4801435144609991,0.03159817351598174,0.06875813200730606,0.050335570469798654
Origin Protocol,6,0.022123893805309734,0.4796747967479675,0.03150081467624163,0.0687758342712859,0.05
Origin Protocol,7,0.021834061135371178,0.4776376954500634,0.03132817153067302,0.06855938431646613,0.052805280528052806
Origin Protocol,8,0.022026431718061675,0.47896989572070664,0.031422734919490505,0.06874609761056104,0.053156146179401995
Panoptic,0,0.1,0.22777777777777777,0.17682926829268292,0.1992579186347823,0.061224489795918366
Panoptic,1,0.1111111111111111,0.16414141414141414,0.15878378378378377,0.15405906986450493,0.06666666666666667
Panoptic,2,0.1111111111111111,0.16414141414141414,0.15878378378378377,0.15405906986450493,0.06666666666666667
Panoptic,3,0.1,0.25043859649122807,0.16531165311653118,0.15653007021207527,0.06
Panoptic,4,0.1,0.25862068965517243,0.15121951219512195,0.13236691331251735,0.058823529411764705
Panoptic,5,0.1,0.25862068965517243,0.15121951219512195,0.13236691331251735,0.058823529411764705
Panoptic,6,0.1,0.2699152542372881,0.15365853658536585,0.14472049842472318,0.058823529411764705
Panoptic,7,0.0975609756097561,0.26666666666666666,0.1523809523809524,0.14459941253079744,0.057692307692307696
Panoptic,8,0.1,0.2699152542372881,0.15365853658536585,0.14472049842472318,0.058823529411764705
Pendle,0,0.03773584905660377,0.42915951972555744,0.08592592592592592,0.19815670110814318,0.10126582278481013
Pendle,1,0.037037037037037035,0.43567251461988304,0.08391608391608392,0.1996159634576379,0.12345679012345678
Pendle,2,0.037037037037037035,0.43567251461988304,0.08391608391608392,0.1996159634576379,0.12345679012345678
Pendle,3,0.03571428571428571,0.4437274909963986,0.08122157244964262,0.1952420099000681,0.11904761904761904
Pendle,4,0.03508771929824561,0.4415204678362573,0.08045977011494253,0.19517927045440997,0.11764705882352941
Pendle,5,0.03389830508474576,0.43706585162545153,0.07901234567901234,0.19445090671428725,0.11494252873563218
Pendle,6,0.030303030303030304,0.4247086247086247,0.07517965726920951,0.19162117825453942,0.10638297872340426
Pendle,7,0.029411764705882353,0.4203703703703704,0.07568438003220612,0.19067434033786576,0.10416666666666667
Pendle,8,0.028985507246376812,0.4183716965046888,0.07513227513227513,0.1906373041091711,0.10309278350515463
Rari Capital,0,0.025,0.45651197604790417,0.04107312440645774,0.14279915379048344,0.05263157894736842
Rari Capital,1,0.02531645569620253,0.45844136037822175,0.04158653846153846,0.14333101676578533,0.05303030303030303
Rari Capital,2,0.02531645569620253,0.45844136037822175,0.04158653846153846,0.14333101676578533,0.05303030303030303
Rari Capital,3,0.02531645569620253,0.45844136037822175,0.04158653846153846,0.14333101676578533,0.05303030303030303
Rari Capital,4,0.02531645569620253,0.45844136037822175,0.04158653846153846,0.14333101676578533,0.05303030303030303
Rari Capital,5,0.02531645569620253,0.45844136037822175,0.04158653846153846,0.14333101676578533,0.05303030303030303
Rari Capital,6,0.02531645569620253,0.45844136037822175,0.04158653846153846,0.14333101676578533,0.05303030303030303
Rari Capital,7,0.025,0.45651197604790417,0.04131054131054131,0.14325142196720983,0.10526315789473684
Rari Capital,8,0.025,0.45651197604790417,0.04107312440645774,0.14279915379048344,0.05263157894736842
Renzo,0,0.5,0.0,1.0,0.0,1.0
Renzo,1,0.5,0.0,1.0,0.0,1.0
Renzo,2,0.5,0.0,1.0,0.0,1.0
Renzo,3,0.5,0.0,1.0,0.0,1.0
Renzo,4,0.5,0.0,1.0,0.0,1.0
Renzo,5,0.5,0.0,1.0,0.0,1.0
Renzo,6,0.5,0.0,1.0,0.0,1.0
Renzo,7,0.5,0.0,1.0,0.0,1.0
Renzo,8,0.5,0.0,1.0,0.0,1.0
Revert Finance,0,0.25,0.36363636363636365,0.4230769230769231,0.4476495726495726,0.11764705882352941
Revert Finance,1,0.25,0.36363636363636365,0.4230769230769231,0.4476495726495726,0.11764705882352941
Revert Finance,2,0.25,0.36363636363636365,0.4230769230769231,0.4476495726495726,0.11764705882352941
Revert Finance,3,0.25,0.375,0.42857142857142855,0.47710622710622713,0.1111111111111111
Revert Finance,4,0.25,0.375,0.42857142857142855,0.47710622710622713,0.1111111111111111
Revert Finance,5,0.25,0.375,0.42857142857142855,0.47710622710622713,0.1111111111111111
Revert Finance,6,0.25,0.375,0.42857142857142855,0.47710622710622713,0.1111111111111111
Revert Finance,7,0.25,0.375,0.42857142857142855,0.47710622710622713,0.1111111111111111
Revert Finance,8,0.25,0.375,0.42857142857142855,0.47710622710622713,0.1111111111111111
Ronin,0,0.020671834625323,0.31600714086179205,0.005956433757885966,0.02145936253224944,0.05066921606118547
Ronin,1,0.02038216560509554,0.3128743505211834,0.005855203283742873,0.02056748163987289,0.05
Ronin,2,0.020278833967046894,0.313499469620763,0.005820033021463952,0.020330568385649977,0.05065666041275797
Ronin,3,0.01498751040799334,0.25479475032941806,0.00503562138220337,0.020060779940272038,0.05047106325706595
Ronin,4,0.014937759336099586,0.2541348095606482,0.005012946961100928,0.019726591890523712,0.05030181086519115
Ronin,5,0.013039934800325998,0.2980647074681093,0.0058523344191096635,0.019703191977336217,0.05039267015706806
Ronin,6,0.012965964343598054,0.2981105008639063,0.0058186611430185485,0.02046377173555041,0.050130208333333336
Ronin,7,0.012769353551476457,0.29723982196399884,0.005556740722681051,0.018039518016550973,0.05038265306122449
Ronin,8,0.012668250197941409,0.29674332821014393,0.00544649920886076,0.01833155069538845,0.050505050505050504
Silo Finance,0,0.25,0.2565789473684211,0.3392857142857143,0.1971655328798186,0.2
Silo Finance,1,0.18181818181818182,0.3557312252964427,0.2604166666666667,0.18222789115646257,0.2
Silo Finance,2,0.18181818181818182,0.3557312252964427,0.2604166666666667,0.18222789115646257,0.2
Silo Finance,3,0.18181818181818182,0.3557312252964427,0.2604166666666667,0.18222789115646257,0.2
Silo Finance,4,0.18181818181818182,0.3557312252964427,0.2604166666666667,0.18222789115646257,0.2
Silo Finance,5,0.18181818181818182,0.3787878787878788,0.2708333333333333,0.22538265306122449,0.2
Silo Finance,6,0.16666666666666666,0.37666666666666665,0.25961538461538464,0.2196196660482375,0.19047619047619047
Silo Finance,7,0.16666666666666666,0.37666666666666665,0.28846153846153844,0.24295763760049474,0.2857142857142857
Silo Finance,8,0.16666666666666666,0.3611111111111111,0.27884615384615385,0.22658858998144712,0.19047619047619047
Summer.fi,0,0.1,0.4625,0.12558535547041294,0.12712656053400181,0.16363636363636364
Summer.fi,1,0.0975609756097561,0.4659960833184974,0.12008032128514057,0.12353621021500696,0.1592920353982301
Summer.fi,2,0.0975609756097561,0.4659960833184974,0.12008032128514057,0.12353621021500696,0.1592920353982301
Summer.fi,3,0.0963855421686747,0.4704409033985404,0.11674347158218126,0.1282113241360685,0.1565217391304348
Summer.fi,4,0.08333333333333333,0.47151360544217685,0.1157495256166983,0.1281022120625612,0.15517241379310345
Summer.fi,5,0.08333333333333333,0.473351974241654,0.11612903225806452,0.1291803265703096,0.15517241379310345
Summer.fi,6,0.08433734939759036,0.4731809801483514,0.1175115207373272,0.12979245494424696,0.1565217391304348
Summer.fi,7,0.08433734939759036,0.4731809801483514,0.1175115207373272,0.12979245494424696,0.1565217391304348
